fid,id,o,d,value,timestamp,day_type,mode
531,5395,1001244,1001207,1.8720866e-05,30,weekday,c
532,5408,1001218,5,0.00018352273,195,weekday,c
533,5419,1001242,1001206,0.10458595,825,weekday,c
534,5437,1001208,8,0.0021857033,765,weekday,c
535,5450,2,1001202,8.608992,690,weekday,c
536,5455,1001203,13,9.177029,1050,weekday,c
537,5470,1001211,1001241,0.28209993,1305,weekday,c
538,5483,1001256,60292,0.003314392,30,weekday,c
539,5488,1001244,1001218,0.0029852616,1185,weekday,c
540,5527,60292,1001206,0.035357345,1335,weekday,c
541,5539,1001208,1,0.3051287,1350,weekday,c
542,5545,1001218,46751,0.103237815,855,weekday,c
543,5546,7,2,13.123811,1320,weekday,c
544,5559,46751,1001205,1.5798414,645,weekday,c
545,5562,11,12,7.681021e-05,1170,weekday,c
546,5566,1001256,1001244,0.013921468,1125,weekday,c
547,5568,1001217,8,0.004498533,0,weekday,c
548,5572,1001240,12,1.5552488e-06,0,weekday,c
549,5592,6,1001212,0.055518217,1425,weekday,c
550,5594,1001214,4,4.8676996,915,weekday,c
551,5595,1001217,46751,0.42060968,660,weekday,c
552,5600,15,1001253,20.14483,1095,weekday,c
553,5601,1001214,13,0.86649454,750,weekday,c
554,5618,4,1001211,27.9702,990,weekday,c
555,5624,1001202,1001255,0.0979663,1350,weekday,c
556,5625,8,1001211,0.5650841,855,weekday,c
557,5638,1001255,1001203,0.77831596,945,weekday,c
558,5651,1001240,12,0.0002084864,990,weekday,c
559,5660,10,1001254,1.6444544,720,weekday,c
560,5689,4,1001240,1.9763095,975,weekday,c
561,5722,1001207,1001206,0.0011084464,120,weekday,c
562,5740,1001216,1001214,0.006538819,75,weekday,c
563,5756,60232,1001254,0.020647092,30,weekday,c
564,5803,1001253,1001216,1.8221191,720,weekday,c
565,5815,1001255,1001205,0.16434747,1125,weekday,c
566,5823,1001206,1001242,0.058843903,1230,weekday,c
567,5826,1001203,1001267,0.012831934,810,weekday,c
568,5833,7,1001253,3.0058334,1170,weekday,c
569,5850,13,5,0.0003098529,90,weekday,c
570,5854,1001244,2,0.009880376,345,weekday,c
571,5857,60292,7,7.788212,555,weekday,c
572,5858,1001214,1001206,0.08169781,1215,weekday,c
573,5861,2,1001244,0.041643806,870,weekday,c
574,5867,1001213,1001261,0.09877911,585,weekday,c
575,5874,15,1001261,9.70639,495,weekday,c
576,5875,6,1001204,1.3508734,165,weekday,c
577,5880,1001254,1001207,0.021759635,1245,weekday,c
578,5882,1001244,1001241,0.013485855,630,weekday,c
579,5898,16,1001207,0.8770044,1275,weekday,c
580,5901,12,1001261,0.18747261,1275,weekday,c
581,5906,4,1001212,0.15117429,1350,weekday,c
582,5909,1001205,1001267,0.021668933,855,weekday,c
583,5919,1001262,46751,0.03889709,135,weekday,c
584,5931,7,1001217,31.48117,1020,weekday,c
585,5938,1001217,1001207,0.25601098,840,weekday,c
586,5944,1001202,1001203,0.0048311586,60,weekday,c
587,5957,1001207,1,0.35175812,435,weekday,c
588,5965,1001206,15,0.14334764,15,weekday,c
589,5972,1001216,1001244,0.06671189,960,weekday,c
590,5984,1001206,1001267,0.0035575654,1260,weekday,c
591,5987,1001241,16,4.9591002,600,weekday,c
592,6000,1001212,1001261,0.10450659,270,weekday,c
593,6027,1001205,6,0.030740425,0,weekday,c
594,6037,11,1001207,0.00032825346,705,weekday,c
595,6053,2,1001267,1.4935966,570,weekday,c
596,6063,1001212,1001261,0.005530507,30,weekday,c
597,6064,1001267,1001261,0.08679873,900,weekday,c
598,6087,1001208,1001204,0.23571947,585,weekday,c
599,6114,1001212,46751,0.31456712,195,weekday,c
600,6115,1001254,1001261,0.091556065,1230,weekday,c
601,6123,1001217,1001239,0.0062265685,615,weekday,c
602,6129,1001213,5,0.011860147,1200,weekday,c
603,6134,1001254,1001266,2.166039,420,weekday,c
604,6139,1001240,46751,0.012530848,390,weekday,c
605,6147,1001218,1001208,0.031136258,1230,weekday,c
606,6151,1001242,1001213,0.007642533,1260,weekday,c
607,6156,1001256,13,0.83730114,1140,weekday,c
608,6159,1001207,13,0.012837232,75,weekday,c
609,6172,12,1001261,0.12668507,1305,weekday,c
610,6193,1001266,1001244,0.049729872,750,weekday,c
611,6208,11,16,0.027651971,795,weekday,c
612,6212,1001261,1001206,0.3340597,660,weekday,c
613,6220,1001255,4,12.721252,420,weekday,c
614,6235,1001261,1001211,0.68639505,405,weekday,c
615,6236,1001217,1001266,0.16266264,165,weekday,c
616,6263,1001244,15,0.34315148,1050,weekday,c
617,6267,10,46751,0.7467705,480,weekday,c
618,6278,1001202,1001203,0.1133971,1230,weekday,c
619,6286,1001255,1001262,0.12358368,1005,weekday,c
620,6295,1001208,1001243,0.16194235,840,weekday,c
621,6306,11,1001214,0.053268556,885,weekday,c
622,6312,1001254,1001211,1.9710433,780,weekday,c
623,6321,1001255,1001208,0.0019371964,60,weekday,c
624,6326,4,5,306.6072,975,weekday,c
625,6328,6,1001218,0.12858544,15,weekday,c
626,6343,1001241,12,2.5253778,375,weekday,c
627,6345,1001244,2,0.011371556,360,weekday,c
628,6349,1001213,2,10.491831,690,weekday,c
629,6352,1001241,1001205,0.47954968,660,weekday,c
630,6363,11,1001243,0.37770003,555,weekday,c
631,6365,2,1001261,2.0479794,1140,weekday,c
632,6366,1001202,60292,0.26341563,315,weekday,c
633,6375,46751,1001202,5.1975346,390,weekday,c
634,6384,1001239,1001204,0.007823467,750,weekday,c
635,6390,1,12,1.5920318,195,weekday,c
636,6417,6,1001204,43.6639,975,weekday,c
637,6419,13,42374,0.09482146,1110,weekday,c
638,6427,1001217,1001253,4.865885,1065,weekday,c
639,6432,1001240,6,0.24578336,915,weekday,c
640,6443,1001243,1001203,0.95737344,495,weekday,c
641,6447,1001218,1001212,0.08028189,1350,weekday,c
642,6455,16,1001214,0.47169277,1320,weekday,c
643,6475,6,1001244,0.013003496,780,weekday,c
644,6489,1001255,60292,0.3510256,540,weekday,c
645,6504,1001267,1001213,0.015392479,480,weekday,c
646,6508,7,6,37.386913,240,weekday,c
647,6535,1001213,1001204,0.43375283,1155,weekday,c
648,6536,1001203,12,0.050827734,0,weekday,c
649,6551,1001206,46751,0.8371368,435,weekday,c
650,6563,1001205,1001213,0.0014534651,15,weekday,c
651,6570,3,1001204,25.984709,1110,weekday,c
652,6584,1001267,1001261,0.025469985,1230,weekday,c
653,6590,3,1001267,2.745681,930,weekday,c
654,6601,3,1001211,40.25005,885,weekday,c
655,6636,1001253,15,0.5978837,1410,weekday,c
656,6644,1001217,1001261,1.0580392,810,weekday,c
657,6664,4,1001262,0.047842957,1290,weekday,c
658,6685,1001261,1001218,0.033048823,300,weekday,c
659,6686,1001214,1001253,0.17351493,810,weekday,c
660,6710,1001254,1001217,2.435985,855,weekday,c
661,6723,1001214,1001205,0.0014860576,0,weekday,c
662,6736,1001244,1001205,0.00053530827,1425,weekday,c
663,6738,1001261,16,8.358543,870,weekday,c
664,6745,11,1001207,1.9189458e-05,1350,weekday,c
665,6754,1001207,15,2.3042028,450,weekday,c
666,6761,15,13,0.90220827,105,weekday,c
667,6770,46751,1001205,1.0269724,1005,weekday,c
668,6779,1001254,60292,0.04920582,1365,weekday,c
669,6801,1001203,1001211,0.022709554,120,weekday,c
670,6813,1001216,1001254,2.2383447,840,weekday,c
671,6857,42374,1001217,0.1560065,990,weekday,c
672,6859,3,1001216,2.031946,1380,weekday,c
673,6863,1001202,1001213,0.04348474,240,weekday,c
674,6868,1001207,1001211,0.012375564,1320,weekday,c
675,6885,1001254,42374,0.008035711,270,weekday,c
676,6892,1001240,15,0.28898543,585,weekday,c
677,6898,8,1001212,0.4699872,405,weekday,c
678,6919,1001242,1001202,0.008560224,195,weekday,c
679,6922,1001261,1,11.91153,555,weekday,c
680,6931,1001214,16,0.22755802,1335,weekday,c
681,6947,46751,1001239,0.0074888486,630,weekday,c
682,6957,1001242,1001254,0.0804924,705,weekday,c
683,6987,1001216,15,17.60796,585,weekday,c
684,6993,1001203,60292,5.296844,1065,weekday,c
685,6994,15,1001262,10.704903,975,weekday,c
686,7005,1001206,15,10.769617,420,weekday,c
687,7007,1001243,1001254,0.08251256,330,weekday,c
688,7045,1001203,1001253,0.24195498,270,weekday,c
689,7054,10,1001262,0.9344702,825,weekday,c
690,7060,1001204,8,0.44666088,990,weekday,c
691,7072,3,1001262,5.0155244,930,weekday,c
692,7079,13,16,387.26523,825,weekday,c
693,7082,1001241,1001216,3.2774668,945,weekday,c
694,7095,1001266,1001267,0.00065389404,30,weekday,c
695,7120,1001261,16,8.291594,1080,weekday,c
696,7128,42374,12,0.0037347605,750,weekday,c
697,7129,4,1001253,6.4088216,1275,weekday,c
698,7141,1001206,1001242,0.00985542,255,weekday,c
699,7150,1001206,1001216,2.6735106,1185,weekday,c
700,7157,12,1001267,0.3051921,870,weekday,c
701,7159,42374,60292,0.036593225,1185,weekday,c
702,7166,1001241,2,2.1180637,1110,weekday,c
703,7204,1001243,1001212,0.19505763,1230,weekday,c
704,7220,1001239,1001213,3.7700516e-05,15,weekday,c
705,7244,1001241,13,7.850978,1125,weekday,c
706,7254,60292,46751,0.21934052,885,weekday,c
707,7274,1001254,1001241,0.6061108,795,weekday,c
708,7275,1001243,1001216,0.08603216,255,weekday,c
709,7276,42374,1001218,0.0026768507,1365,weekday,c
710,7289,1001255,1001262,0.0294642,1230,weekday,c
711,7300,1001218,1001211,1.013149,765,weekday,c
712,7301,1001211,1001239,0.0089495815,1200,weekday,c
713,7318,1001243,1001218,0.085873105,1245,weekday,c
714,7320,1001261,12,0.8502962,690,weekday,c
715,7323,6,1001208,3.7300994,930,weekday,c
716,7324,7,1001261,5.892375,855,weekday,c
717,7361,15,1001256,1.305457,255,weekday,c
718,7376,1001240,10061628,0.0024078065,660,weekday,c
719,7392,10,1001244,0.04752194,645,weekday,c
720,7394,1001261,15,6.830893,495,weekday,c
721,7417,3,1001262,4.856733,915,weekday,c
722,7423,1001203,1001242,0.1575337,660,weekday,c
723,7438,1001255,13,0.28214067,1245,weekday,c
724,7443,1001262,13,1.1429377,765,weekday,c
725,7453,2,1001206,0.29398653,150,weekday,c
726,7466,60292,46751,0.2344105,795,weekday,c
727,7492,1001253,13,1.5312998,1095,weekday,c
728,7500,1001218,1001244,0.005123027,465,weekday,c
729,7506,1001211,1001255,0.18527354,360,weekday,c
730,7508,1001208,1001256,0.0075916704,120,weekday,c
731,7520,16,1001211,30.159512,630,weekday,c
732,7522,1001256,1001206,0.0067756954,45,weekday,c
733,7534,15,1001241,0.30397666,195,weekday,c
734,7540,1001205,1001266,0.025950678,165,weekday,c
735,7553,12,7,5.6591563,885,weekday,c
736,7554,42374,1001244,0.0029657248,1050,weekday,c
737,7582,1001208,1001207,0.0020741057,270,weekday,c
738,7607,60292,1001254,0.021808347,150,weekday,c
739,7608,13,1001266,0.29155526,1380,weekday,c
740,7613,6,3,3.5674057,1065,weekday,c
741,7616,1001216,5,0.046172813,495,weekday,c
742,7619,8,3,0.07231568,330,weekday,c
743,7648,8,1001213,0.00387347,120,weekday,c
744,7657,1001267,1001255,0.0004065952,30,weekday,c
745,7660,60292,8,0.14507538,1200,weekday,c
746,7664,1001262,1001205,0.0072349985,105,weekday,c
747,7673,1001267,1001255,0.05502545,705,weekday,c
748,7674,1001262,1001203,0.0051140897,0,weekday,c
749,7684,60232,1001240,0.004319276,585,weekday,c
750,7688,1001207,1,0.8835908,660,weekday,c
751,7689,1001267,10061628,1.398063e-05,1110,weekday,c
752,7706,1001211,1001266,1.5609406,480,weekday,c
753,7724,1001261,1001212,0.05814839,1350,weekday,c
754,7728,1001244,5,1.8234242,735,weekday,c
755,7733,1001241,1001203,0.16241018,255,weekday,c
756,7736,1001208,1001218,0.23687917,1170,weekday,c
757,7737,1001267,46751,0.45813137,195,weekday,c
758,7739,1001255,1001208,0.29575917,435,weekday,c
759,7749,7,1001211,19.317577,285,weekday,c
760,7768,1001214,1001211,0.01762948,1425,weekday,c
761,7770,1001207,16,0.041319303,45,weekday,c
762,7809,1,1001214,9.702352,525,weekday,c
763,7819,1001243,15,0.049252424,45,weekday,c
764,7825,1001206,1001240,0.017483175,465,weekday,c
765,7831,1001211,3,91.092514,1095,weekday,c
766,7839,2,8,0.2603086,975,weekday,c
767,7860,1001214,1001255,0.020487597,1260,weekday,c
768,7875,11,1001213,0.0007331046,1425,weekday,c
769,7891,1001204,1001242,0.0028401841,60,weekday,c
770,7896,1001241,1001240,0.00018283617,675,weekday,c
771,7905,1001211,1001262,0.1319383,1350,weekday,c
772,7908,4,10,0.028490618,75,weekday,c
773,7928,1001267,1001255,0.0031999527,210,weekday,c
774,7954,13,42374,0.0019307636,60,weekday,c
775,7959,1001213,60232,0.01474919,120,weekday,c
776,7978,1001212,10061628,0.22192228,1245,weekday,c
777,7981,1001267,1001211,0.031014074,465,weekday,c
778,7993,1001213,16,21.676756,855,weekday,c
779,8001,1001262,1001240,0.00013291546,45,weekday,c
780,8011,1001262,1001243,0.1130217,990,weekday,c
781,8032,1001253,1001211,0.15558803,1305,weekday,c
782,8035,1001240,1001255,0.06462798,1080,weekday,c
783,8040,6,1001255,0.044472273,1425,weekday,c
784,8041,6,1001261,0.19286995,1335,weekday,c
785,8053,1001213,1001207,0.037786927,450,weekday,c
786,8072,1001202,3,84.69435,1005,weekday,c
787,8100,1001202,13,0.14602062,150,weekday,c
788,8107,1001204,1001239,0.007297416,675,weekday,c
789,8128,42374,8,0.003875704,420,weekday,c
790,8143,2,1001208,5.230131,585,weekday,c
791,8162,6,1001205,6.088008,780,weekday,c
792,8189,8,1001212,0.011984934,75,weekday,c
793,8199,1001240,5,0.00013009594,210,weekday,c
794,8206,1001261,1001240,0.00031990386,1395,weekday,c
795,8238,2,6,1.2973543,510,weekday,c
796,8248,1001255,8,0.40411445,645,weekday,c
797,8251,1001216,1001261,0.0630186,210,weekday,c
798,8263,16,1001254,8.368805,1170,weekday,c
799,8276,1001242,1001204,0.21926388,1065,weekday,c
800,8286,3,1001218,0.351362,1350,weekday,c
801,8319,46751,60232,0.004242831,135,weekday,c
802,8335,15,6,6.7267556,750,weekday,c
803,8344,1001216,42374,0.0037444816,1425,weekday,c
804,8348,1001262,1001241,0.2504999,915,weekday,c
805,8355,1001254,16,14.559484,810,weekday,c
806,8358,1001203,1001242,0.38971978,1095,weekday,c
807,8359,1001216,42374,0.11645764,930,weekday,c
808,8388,1001203,1001243,0.52248836,720,weekday,c
809,8391,1001214,1001211,0.0072104735,60,weekday,c
810,8428,1001218,1001202,0.101818725,1290,weekday,c
811,8435,1001240,1001203,0.0064423587,1095,weekday,c
812,8439,6,1001202,2.1995206,240,weekday,c
813,8462,1001206,1001207,0.0015616489,150,weekday,c
814,8478,1001212,1001217,4.848356,825,weekday,c
815,8480,1001204,46751,0.17984614,1140,weekday,c
816,8500,1001212,1001211,2.496915,1095,weekday,c
817,8501,2,1001205,2.6105773,825,weekday,c
818,8516,1001205,4,1.8510098,300,weekday,c
819,8532,6,1001255,2.8792465,1005,weekday,c
820,8553,1001214,1001216,0.43320608,1155,weekday,c
821,8586,1001214,1001205,0.29673997,735,weekday,c
822,8594,4,1001261,17.076923,1035,weekday,c
823,8607,1001218,1001262,0.0018244692,75,weekday,c
824,8625,1001253,8,0.9077793,600,weekday,c
825,8628,1001207,60232,0.050356656,1110,weekday,c
826,8639,1001202,1001243,1.201292,930,weekday,c
827,8642,60292,5,0.0025079714,900,weekday,c
828,8648,60292,2,0.10774368,285,weekday,c
829,8672,1001243,42374,0.009761906,1050,weekday,c
830,8687,7,1001211,2.325646,1410,weekday,c
831,8689,1001267,1001256,0.05645408,660,weekday,c
832,8701,1001212,1001241,1.7057642,870,weekday,c
833,8703,42374,10,0.013231833,435,weekday,c
834,8710,1001256,1001202,3.1917207,510,weekday,c
835,8730,1001216,46751,0.3610189,315,weekday,c
836,8731,1001213,46751,3.5216708,1035,weekday,c
837,8744,6,1001239,0.28268412,630,weekday,c
838,8745,7,1001243,8.475343,615,weekday,c
839,8749,1001206,1001218,0.081382155,300,weekday,c
840,8755,1001212,8,0.9585593,780,weekday,c
841,8758,12,1001203,5.5278273,1065,weekday,c
842,8773,1001253,60232,2.8352036,645,weekday,c
843,8775,2,1001204,0.16256581,120,weekday,c
844,8787,6,1001266,9.896676,990,weekday,c
845,8793,1001255,1001262,0.085979074,1110,weekday,c
846,8799,1001214,1001207,0.005394678,255,weekday,c
847,8805,13,1001213,0.47317588,1305,weekday,c
848,8813,59899,8,13.772668,240,weekday,c
849,8827,2,1001211,1.8469919,1230,weekday,c
850,8837,16,1001217,40.26544,900,weekday,c
851,8845,1001244,60232,0.009906687,1230,weekday,c
852,8870,1001211,10061628,0.03601227,405,weekday,c
853,8929,11,1001214,0.00078748073,75,weekday,c
854,8947,1001239,1001216,0.0028526657,660,weekday,c
855,8949,1001216,13,29.581167,930,weekday,c
856,8955,1001253,10061628,0.72842246,990,weekday,c
857,8973,1,13,0.06715002,1425,weekday,c
858,8975,1001239,1001243,0.010292064,765,weekday,c
859,8983,1001218,6,0.19026497,45,weekday,c
860,9016,1001254,1001253,1.4953309,1080,weekday,c
861,9023,1001262,1001217,0.092633866,225,weekday,c
862,9027,7,1001207,0.40843236,1170,weekday,c
863,9029,1001208,1001244,0.005217779,555,weekday,c
864,9045,1001216,1001202,7.816258,585,weekday,c
865,9051,8,1001213,0.32787356,900,weekday,c
866,9057,2,1001217,4.855646,795,weekday,c
867,9071,1001218,1001256,0.01796527,1365,weekday,c
868,9077,7,1001205,2.4803152,255,weekday,c
869,9124,46751,1001255,0.5532818,930,weekday,c
870,9133,1,1001241,0.5066709,210,weekday,c
871,9140,1001244,1001254,0.0068916352,1200,weekday,c
872,9142,1001203,1001243,0.0024878546,0,weekday,c
873,9149,1001267,1001202,0.029555174,795,weekday,c
874,9152,1001205,10,0.26171675,1200,weekday,c
875,9177,1001255,1001218,0.031983856,1245,weekday,c
876,9180,1,1001243,1.4606999,270,weekday,c
877,9205,1001255,1001240,0.049966976,525,weekday,c
878,9218,13,16,369.34952,810,weekday,c
879,9225,1001217,60232,3.575035,1215,weekday,c
880,9232,12,60232,0.00017857483,75,weekday,c
881,9248,1001216,16,16.724169,1125,weekday,c
882,9254,1001216,1001205,0.033329926,90,weekday,c
883,9255,46751,60232,0.13487756,1110,weekday,c
884,9259,60232,1001206,0.9479261,690,weekday,c
885,9291,1001241,1001208,0.08597275,1125,weekday,c
886,9296,1,1001253,12.274087,345,weekday,c
887,9320,1001214,4,5.178879,780,weekday,c
888,9329,1001244,13,0.007894555,1275,weekday,c
889,9335,12,5,0.00013068492,150,weekday,c
890,9345,1001244,1001242,2.0362466e-05,45,weekday,c
891,9381,7,1001244,0.006359477,855,weekday,c
892,9415,16,2,114.587204,795,weekday,c
893,9419,1001262,1001217,1.014988,735,weekday,c
894,9431,1001240,10061628,2.4631441e-05,60,weekday,c
895,9462,10,1001253,3.2274516,1005,weekday,c
896,9463,1001244,1001206,0.014903703,1065,weekday,c
897,9479,1001241,1001266,0.007816092,15,weekday,c
898,9486,1001202,1001253,1.2426984,1230,weekday,c
899,9489,1001212,1001204,4.3023157,570,weekday,c
900,9505,16,12,1.2409394,1395,weekday,c
901,9532,1001205,1001217,0.10081347,1335,weekday,c
902,9534,10,1001218,0.0040764036,0,weekday,c
903,9536,16,42374,0.98429996,960,weekday,c
904,9541,14,3,10.56227,645,weekday,c
905,9542,14,1001243,1.5624813,510,weekday,c
906,9556,1001239,14,0.050233427,1380,weekday,c
907,9572,1001206,60292,0.044720184,255,weekday,c
908,9575,42374,5,0.02039803,465,weekday,c
909,9583,10,13,0.56102633,1380,weekday,c
910,9599,1001211,60232,9.973626,585,weekday,c
911,9627,60232,1001253,1.3165585,1215,weekday,c
912,9633,1001261,1001202,0.09104122,1260,weekday,c
913,9637,1001207,16,4.87175,735,weekday,c
914,9658,1001205,1001208,0.08435039,660,weekday,c
915,9660,1001204,4,20.084637,990,weekday,c
916,9671,3,1001208,6.3058124,510,weekday,c
917,9689,6,1001239,0.3781314,735,weekday,c
918,9703,1001254,1001217,1.7446136,1125,weekday,c
919,9708,14,1001213,0.5175078,1110,weekday,c
920,9731,1001213,1,7.208327,795,weekday,c
921,9761,1001239,60232,0.00014128251,1110,weekday,c
922,9767,13,1001254,2.3772116,540,weekday,c
923,9775,1001254,1001208,0.14615858,345,weekday,c
924,9782,8,1001207,0.0019527358,240,weekday,c
925,9791,1001217,1001205,1.0697848,1035,weekday,c
926,9810,16,2,59.059574,540,weekday,c
927,9825,16,60232,0.6302255,345,weekday,c
928,9831,1001241,5,2.0439915e-05,60,weekday,c
929,9839,1001241,7,0.04208829,30,weekday,c
930,9858,1001211,4,8.379276,360,weekday,c
931,9861,11,15,0.033726834,930,weekday,c
932,9872,8,16,0.37648767,1350,weekday,c
933,9891,1001216,1001240,0.04830002,795,weekday,c
934,9900,13,1001203,3.649622,840,weekday,c
935,9902,60292,7,6.9019747,525,weekday,c
936,9906,8,12,1.5131643,735,weekday,c
937,9914,16,1001267,0.0026876302,1365,weekday,c
938,9939,60292,6,16.100681,375,weekday,c
939,9941,1001242,1001211,0.30228072,675,weekday,c
940,9942,1001204,12,0.1265353,60,weekday,c
941,9944,13,42374,0.043620065,285,weekday,c
942,9945,1001212,1001202,1.9909327,1020,weekday,c
943,9979,15,1001205,0.45065427,90,weekday,c
944,9992,1001267,1001208,0.00013623641,270,weekday,c
945,10002,1001211,1001212,1.7012072,1245,weekday,c
946,10009,1001211,10,12.172346,1065,weekday,c
947,10024,14,1001217,1.761045,240,weekday,c
948,10031,1001242,60292,0.11193772,1125,weekday,c
949,10055,1001255,6,0.07477489,1380,weekday,c
950,10060,1001243,1001267,0.052670546,495,weekday,c
951,10064,11,1001256,0.0090926,150,weekday,c
952,10071,60232,12,0.0006568392,180,weekday,c
953,10090,16,1001239,0.35768843,1245,weekday,c
954,10091,7,1001202,56.52156,555,weekday,c
955,10095,10,1001214,0.5401097,555,weekday,c
956,10150,1001204,1001256,0.07094601,1410,weekday,c
957,10165,13,1001203,3.5125034,900,weekday,c
958,10166,1,1001255,8.303243,705,weekday,c
959,10172,1001202,12,4.7449718,825,weekday,c
960,10191,16,60232,0.069788024,1380,weekday,c
961,10227,7,8,4.3109074,1290,weekday,c
962,10231,10,6,16.385033,840,weekday,c
963,10234,1001262,1001212,0.9913845,600,weekday,c
964,10236,1001213,1001208,0.073725015,870,weekday,c
965,10258,1001212,1001218,0.4587971,390,weekday,c
966,10281,1001217,1001216,3.2645211,510,weekday,c
967,10300,1001243,1001216,1.7761984,945,weekday,c
